,Average_fs,Average_ins,TestSet,Average_Totalcount,FinetuneSet_n10,FinetuneSet_n30,FinetuneSet_n50,FinetuneSet_n100,FinetuneSet_n300,FinetuneSet_n500,FinetuneSet_n1000
Oligo6202,0.9576456069946289,0.7490111231803894,False,1279.3636363636365,False,False,False,False,False,False,False
Oligo6203,0.5434707999229431,0.02478154404088855,False,160.0,False,False,False,False,False,False,False
Oligo6204,0.8682718515396118,0.018799785641022027,False,280.6363636363636,False,False,False,False,False,False,False
Oligo6207,0.650140818953514,0.04590420611202717,False,159.36363636363637,False,False,False,False,False,False,False
Oligo6208,0.587154871225357,0.15972083397209644,False,110.72727272727272,False,False,False,False,False,False,False
Oligo6212,0.7243871867656708,0.23519295826554298,False,537.4545454545455,False,False,False,False,False,False,False
Oligo6213,0.8155787825584412,0.46799737215042114,False,193.9090909090909,False,False,False,False,False,False,False
Oligo6216,0.7621700942516327,0.07254765816032886,False,696.2727272727273,False,False,False,False,False,False,False
Oligo6217,0.9178880274295806,0.5435448199510574,False,125.36363636363636,False,False,False,False,False,False,False
Oligo6218,0.9240475475788117,0.5660621643066406,False,1973.0,False,False,False,False,False,False,True
Oligo6222,0.8366475939750672,0.0905403196811676,False,1755.8181818181818,False,False,False,False,False,False,False
Oligo6223,0.49163193106651304,0.21147311441600322,False,308.09090909090907,False,False,False,False,False,False,False
Oligo6228,0.9667652606964111,0.7007412195205689,False,102.72727272727272,False,False,False,False,False,False,False
Oligo6233,0.8160922288894653,0.34104232788085936,False,220.45454545454547,False,False,False,False,False,False,False
Oligo6234,0.7236953139305115,0.13003911012783648,False,69.54545454545455,False,False,False,False,False,False,False
Oligo6235,0.658623394370079,0.09189060237258673,False,327.54545454545456,False,False,False,False,False,False,False
Oligo6236,0.5908797282725573,0.338827832788229,False,22.272727272727277,False,False,False,False,False,False,False
Oligo6237,0.6413810968399047,0.0725194027647376,False,485.54545454545456,False,False,False,False,False,False,False
Oligo6239,0.7956661760807038,0.11869555786252022,False,867.7272727272727,False,False,False,False,False,False,False
Oligo6241,0.8379460334777832,0.058207472413778306,False,197.72727272727272,False,False,False,False,False,False,False
Oligo6243,0.7140837073326111,0.07854186445474624,False,706.9090909090909,False,False,False,False,False,False,False
Oligo6248,0.8614540696144104,0.2814436282962561,False,255.72727272727272,False,False,False,False,False,False,False
Oligo6249,0.8868257761001587,0.2229365773499012,True,3140.454545454545,False,False,False,False,False,False,False
Oligo6251,0.599917647242546,0.1487744279205799,False,679.0909090909091,False,False,False,False,False,False,False
Oligo6252,0.8987299919128418,0.4647981286048889,False,110.1818181818182,False,False,False,False,False,False,False
Oligo6254,0.6175000011920929,0.0,False,5.909090909090909,False,False,False,False,False,False,False
Oligo6257,0.934747040271759,0.501498444378376,False,1218.0,False,False,False,False,False,False,False
Oligo6259,0.8352008581161499,0.4636738270521164,False,271.27272727272725,False,False,False,False,False,False,False
Oligo6262,0.25,0.0,False,0.5454545454545454,False,False,False,False,False,False,False
Oligo6263,0.746921306848526,0.06298351045697928,True,2218.3636363636365,False,False,False,False,False,False,False
Oligo6264,0.8228740453720093,0.35014701932668685,False,409.3636363636364,False,False,False,False,False,False,False
Oligo6265,0.7724569916725159,0.12071282677352428,False,741.0909090909091,False,False,False,False,False,False,False
Oligo6267,0.5657486140727996,0.19960323721170425,False,38.90909090909091,False,False,False,False,False,False,False
Oligo6268,0.5766376078128814,0.09888502955436707,False,552.2727272727273,False,False,False,False,False,False,False
Oligo6271,0.7119763374328614,0.0,False,30.181818181818183,False,False,False,False,False,False,False
Oligo6272,0.8267561316490173,0.17780720349401236,False,211.0909090909091,False,False,False,False,False,False,False
Oligo6273,0.8395339131355286,0.306146976351738,False,671.0909090909091,False,False,False,False,False,False,False
Oligo6274,0.967458063364029,0.47071115374565126,False,660.6363636363636,False,False,False,False,False,False,False
Oligo6276,0.5714290767908097,0.34225165843963623,False,84.36363636363636,False,False,False,False,False,False,False
Oligo6280,0.798902839422226,0.19474231507629156,False,78.72727272727273,False,False,False,False,False,False,False
Oligo6281,0.8851704835891724,0.1982961218804121,False,49.27272727272727,False,False,False,False,False,False,False
Oligo6282,0.6368958115577698,0.09366833101958036,False,67.0909090909091,False,False,False,False,False,False,False
Oligo6284,0.8133247554302215,0.07826630473136902,False,920.6363636363636,False,False,False,False,False,False,False
Oligo6287,0.8469034194946289,0.29401526898145675,False,410.27272727272725,False,False,False,False,False,False,False
Oligo6289,0.9614460229873657,0.6126644417643548,False,65.0,False,False,False,False,False,False,False
Oligo6291,0.8125892043113708,0.20636533349752426,False,445.1818181818182,False,False,False,False,False,False,False
Oligo6292,0.8851302981376648,0.4009338140487671,False,1021.181818181818,False,False,False,False,False,False,False
Oligo6294,0.8664783000946045,0.31766186133027075,False,98.0909090909091,False,False,False,False,False,False,False
Oligo6295,0.4824337515980005,0.0,False,100.45454545454544,False,False,False,False,False,False,False
Oligo6296,0.8205848574638367,0.03943316824734211,True,2289.818181818182,False,False,False,False,False,False,False
Oligo6297,0.8443713247776031,0.14338807836174966,False,2072.454545454545,False,False,False,False,False,False,True
Oligo6298,0.7769456028938293,0.05274254754185677,False,2423.6363636363635,False,False,False,False,True,True,True
Oligo6299,0.830448180437088,0.28739434778690337,False,375.8181818181818,False,False,False,False,False,False,False
Oligo6300,0.4636077582836151,0.09894140660762787,False,701.7272727272727,False,False,False,False,False,False,False
Oligo6301,0.6383471369743348,0.1811077121645212,False,173.1818181818182,False,False,False,False,False,False,False
Oligo6302,0.7546575963497162,0.2058106429874897,False,460.1818181818182,False,False,False,False,False,False,False
Oligo6304,0.8293896615505219,0.21312694773077964,False,508.7272727272728,False,False,False,False,False,False,False
Oligo6306,0.8246262907981873,0.07548094242811203,False,1445.8181818181818,False,False,False,False,False,False,False
Oligo6308,0.9468294382095337,0.30254971981048584,False,796.7272727272727,False,False,False,False,False,False,False
Oligo6309,0.7804633498191833,0.048391949571669104,True,2987.818181818182,False,False,False,False,False,False,False
Oligo6312,0.7934943318367005,0.1122509304434061,False,1371.1818181818182,False,False,False,False,False,False,False
Oligo6316,0.3400000125169754,0.0,False,6.181818181818182,False,False,False,False,False,False,False
Oligo6318,0.6547483898699283,0.0,False,62.54545454545455,False,False,False,False,False,False,False
Oligo6319,0.5180990029126405,0.0,False,16.818181818181817,False,False,False,False,False,False,False
Oligo6320,0.9133721113204956,0.555993166565895,False,238.1818181818182,False,False,False,False,False,False,False
Oligo6325,0.9042723596096038,0.0,False,63.09090909090909,False,False,False,False,False,False,False
Oligo6326,0.8753654599189759,0.49279517233371734,False,1348.4545454545455,False,False,False,False,False,False,False
Oligo6327,0.9315876424312591,0.07837818916887045,False,254.54545454545453,False,False,False,False,False,False,False
Oligo6328,0.8235812723636627,0.16156070679426193,False,397.0,False,False,False,False,False,False,False
Oligo6329,0.8519558012485504,0.6539194941520691,False,142.8181818181818,False,False,False,False,False,False,False
Oligo6330,0.8224011838436127,0.29037933629006146,False,303.90909090909093,False,False,False,False,False,False,False
Oligo6331,0.6473945349454879,0.09613213278353214,False,828.2727272727273,False,False,False,False,False,False,False
Oligo6333,0.8537916600704193,0.0892812917008996,False,1076.8181818181818,False,False,False,False,False,False,False
Oligo6334,0.7878155916929245,0.40261283665895464,False,54.09090909090909,False,False,False,False,False,False,False
Oligo6335,0.7900300800800324,0.05234159361571074,True,7018.454545454545,False,False,False,False,False,False,False
Oligo6338,0.7294804215431213,0.012763811741024256,False,79.63636363636364,False,False,False,False,False,False,False
Oligo6339,0.9697736144065857,0.5241155207157135,False,1305.909090909091,False,False,False,False,False,False,False
Oligo6340,0.6501219987869262,0.032230714429169895,False,889.2727272727273,False,False,False,False,False,False,False
Oligo6343,0.6056083589792252,0.18320969566702844,False,430.54545454545456,False,False,False,False,False,False,False
Oligo6345,0.9122273445129394,0.6537254512310028,False,1150.2727272727273,False,False,False,False,False,False,False
Oligo6346,0.9468409955501557,0.47905161082744596,False,261.90909090909093,False,False,False,False,False,False,False
Oligo6349,0.8093895435333252,0.10246490463614463,False,118.1818181818182,False,False,False,False,False,False,False
Oligo6350,0.7315342128276825,0.18731817752122878,False,739.1818181818181,False,False,False,False,False,False,False
Oligo6353,0.8968268752098083,0.366182179749012,True,2081.5454545454545,False,False,False,False,False,False,False
Oligo6356,0.8591038286685944,0.41532945483922956,False,595.6363636363636,False,False,False,False,False,False,False
Oligo6357,0.6553174272179604,0.3623403115198016,False,74.81818181818181,False,False,False,False,False,False,False
Oligo6358,0.7186363160610199,0.08789001479744911,False,1300.2727272727273,False,False,False,False,False,False,False
Oligo6360,0.8379551827907562,0.028389462549239398,False,90.45454545454544,False,False,False,False,False,False,False
Oligo6363,0.7705384314060211,0.29205121472477913,False,667.1818181818181,False,False,False,False,False,False,False
Oligo6365,0.9192333579063415,0.5505613505840301,False,711.0909090909091,False,False,False,False,False,False,False
Oligo6369,0.7933646440505981,0.23996901735663415,False,382.0,False,False,False,False,False,False,False
Oligo6371,0.6875180959701538,0.034857303462922574,False,304.6363636363636,False,False,False,False,False,False,False
Oligo6372,0.7876315832138061,0.0,False,7.0,False,False,False,False,False,False,False
Oligo6373,0.7822961062192917,0.035936188278719784,False,164.1818181818182,False,False,False,False,False,False,False
Oligo6376,0.8111320257186889,0.3401148373261094,False,68.36363636363636,False,False,False,False,False,False,False
Oligo6377,0.762632691860199,0.2064271867275238,False,518.8181818181819,False,False,False,False,False,False,False
Oligo6380,0.7623086929321289,0.4114390671253204,False,1031.2727272727273,False,False,False,False,False,False,False
Oligo6383,0.6992183893918991,0.04316476061940193,False,30.90909090909091,False,False,False,False,False,False,False
Oligo6384,0.8977485597133636,0.626759546995163,False,1284.0,False,False,False,False,False,False,False
Oligo6385,0.7227826952934265,0.06278491904959083,False,124.63636363636364,False,False,False,False,False,False,False
Oligo6387,0.7417045772075653,0.09253175593912602,False,178.0,False,False,False,False,False,False,False
Oligo6388,0.6837802469730377,0.39853036403656006,False,785.0909090909091,False,False,False,False,False,False,False
Oligo6389,0.7934756338596344,0.1216363973915577,False,199.63636363636363,False,False,False,False,False,False,False
Oligo6390,0.790937340259552,0.08220289777964354,False,366.9090909090909,False,False,False,False,False,False,False
Oligo6391,0.8214655339717865,0.21607791408896446,False,888.2727272727273,False,False,False,False,False,False,False
Oligo6393,0.4659744370728731,0.0,False,20.363636363636363,False,False,False,False,False,False,False
Oligo6395,0.8583451390266419,0.057182411290705205,False,97.27272727272728,False,False,False,False,False,False,False
Oligo6399,0.8614535987377167,0.3354780599474907,False,256.8181818181818,False,False,False,False,False,False,False
Oligo6400,0.8175946414470673,0.16856968346983195,False,520.0909090909091,False,False,False,False,False,False,False
Oligo6401,0.7855211973190308,0.18936759382486343,False,324.8181818181818,False,False,False,False,False,False,False
Oligo6402,0.8974553942680359,0.028815692663192748,False,500.9090909090909,False,False,False,False,False,False,False
Oligo6405,0.7094157755374908,0.2729069672524929,False,185.0,False,False,False,False,False,False,False
Oligo6406,0.5792860209941864,0.1333640595898032,False,480.09090909090907,False,False,False,False,False,False,False
Oligo6409,0.9385796904563903,0.34564197063446045,False,828.6363636363636,False,False,False,False,False,False,False
Oligo6410,0.5507487893104553,0.33810709714889525,False,2019.090909090909,False,False,False,False,False,False,True
Oligo6412,0.660586217045784,0.3795027077198029,False,2445.5454545454545,False,False,False,False,True,True,True
Oligo6416,0.9278911471366882,0.189384388923645,False,159.1818181818182,False,False,False,False,False,False,False
Oligo6419,0.547355517745018,0.03452787520363927,False,1959.8181818181815,False,False,False,False,False,False,True
Oligo6420,0.7346929550170899,0.24107579439878463,False,205.45454545454547,False,False,False,False,False,False,False
Oligo6421,0.7480219662189483,0.351952950656414,False,177.9090909090909,False,False,False,False,False,False,False
Oligo6422,0.6063744515180588,0.21430729180574418,False,354.3636363636364,False,False,False,False,False,False,False
Oligo6423,0.3879627972841263,0.00833333358168602,False,37.27272727272727,False,False,False,False,False,False,False
Oligo6424,0.852593183517456,0.26188067719340324,False,1166.1818181818182,False,False,False,False,False,False,False
Oligo6427,0.7529992967844009,0.0,False,54.63636363636363,False,False,False,False,False,False,False
Oligo6428,0.8816228330135345,0.6716598898172379,False,220.1818181818182,False,False,False,False,False,False,False
Oligo6431,0.7763229787349701,0.07386704357340931,False,155.36363636363637,False,False,False,False,False,False,False
Oligo6432,0.8841410040855407,0.18967235945165156,False,784.9090909090909,False,False,False,False,False,False,False
Oligo6433,0.6393833756446838,0.0,False,177.8181818181818,False,False,False,False,False,False,False
Oligo6434,0.8068609714508057,0.20709696430712937,False,207.45454545454547,False,False,False,False,False,False,False
Oligo6436,0.5249232947826385,0.010544247855432332,False,373.3636363636364,False,False,False,False,False,False,False
Oligo6437,0.7739548742771148,0.18554047197103501,False,403.0,False,False,False,False,False,False,False
Oligo6439,0.9306051373481751,0.31367245987057685,False,85.81818181818181,False,False,False,False,False,False,False
Oligo6442,0.6733816921710968,0.38888697400689126,False,261.72727272727275,False,False,False,False,False,False,False
Oligo6443,0.812881350517273,0.09804402589797974,False,139.0,False,False,False,False,False,False,False
Oligo6447,0.9376114487648011,0.5237605392932891,False,176.0,False,False,False,False,False,False,False
Oligo6448,0.8751346588134765,0.7541108131408691,False,400.27272727272725,False,False,False,False,False,False,False
Oligo6451,0.1707384143024683,0.0,False,78.0,False,False,False,False,False,False,False
Oligo6452,0.5059346064925194,0.02003869516775012,False,47.36363636363637,False,False,False,False,False,False,False
Oligo6453,0.807175213098526,0.1873554565012455,False,1199.7272727272727,False,False,False,False,False,False,False
Oligo6454,0.7333815693855286,0.163374100625515,False,479.1818181818182,False,False,False,False,False,False,False
Oligo6455,0.6035091191530227,0.19071721136569977,False,485.27272727272725,False,False,False,False,False,False,False
Oligo6458,0.8205228924751282,0.0671773288398981,False,202.0909090909091,False,False,False,False,False,False,False
Oligo6459,0.8630618035793305,0.19427329897880555,False,1071.090909090909,False,False,False,False,False,False,False
Oligo6462,0.6367778345942497,0.14239745847880841,False,182.9090909090909,False,False,False,False,False,False,False
Oligo6463,0.7994512021541595,0.055723756086081266,False,170.36363636363637,False,False,False,False,False,False,False
Oligo6464,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6465,0.8541746377944947,0.07064159195870161,False,734.9090909090909,False,False,False,False,False,False,False
Oligo6466,0.835033655166626,0.41579456329345704,False,140.27272727272728,False,False,False,False,False,False,False
Oligo6467,0.8057423651218414,0.3103950619697571,False,1476.7272727272727,False,False,False,False,False,False,False
Oligo6469,0.6385362714529037,0.0,False,42.81818181818182,False,False,False,False,False,False,False
Oligo6470,0.8755362749099731,0.3787747949361801,False,100.27272727272728,False,False,False,False,False,False,False
Oligo6471,0.7825134754180908,0.08342816829681396,False,213.0,False,False,False,False,False,False,False
Oligo6472,0.8621315002441406,0.45324569940567017,False,332.54545454545456,False,False,False,False,False,False,False
Oligo6473,0.8491120219230652,0.6421754598617554,False,500.0,False,False,False,False,False,False,False
Oligo6475,0.8156112372875214,0.1414659433066845,False,461.8181818181818,False,False,False,False,False,False,False
Oligo6477,0.8408734977245331,0.25279764756560325,False,441.8181818181818,False,False,False,False,False,False,False
Oligo6478,0.9554310619831086,0.5752214878797531,False,172.9090909090909,False,False,False,False,False,False,False
Oligo6480,0.523502554371953,0.0,False,43.18181818181818,False,False,False,False,False,False,False
Oligo6481,0.7114245057106018,0.13821831457316874,False,249.27272727272728,False,False,False,False,False,False,False
Oligo6487,0.799007248878479,0.12186529748141765,False,486.3636363636364,False,False,False,False,False,False,False
Oligo6490,0.7575506091117858,0.023526936024427413,False,59.18181818181818,False,False,False,False,False,False,False
Oligo6492,0.8389568626880646,0.22612550482153893,False,313.1818181818182,False,False,False,False,False,False,False
Oligo6493,0.9239091277122498,0.7929502844810485,False,743.0909090909091,False,False,False,False,False,False,False
Oligo6494,0.8747380197048187,0.46460950672626494,False,862.7272727272727,False,False,False,False,False,False,False
Oligo6498,0.5837168723344803,0.027661815751343966,False,138.9090909090909,False,False,False,False,False,False,False
Oligo6499,0.9528093636035919,0.6472184628248214,False,1142.4545454545455,False,False,False,False,False,False,False
Oligo6500,0.8464203178882599,0.1701017715036869,False,741.4545454545455,False,False,False,False,False,False,False
Oligo6501,0.7944509863853455,0.0,False,10.909090909090908,False,False,False,False,False,False,False
Oligo6502,0.8267897725105285,0.5892325967550278,False,91.9090909090909,False,False,False,False,False,False,False
Oligo6503,0.6869978427886962,0.17703828290104867,False,1641.2727272727273,False,False,False,False,False,False,False
Oligo6504,0.9001263976097107,0.5501525729894639,False,499.09090909090907,False,False,False,False,False,False,False
Oligo6505,0.8449481785297394,0.3597730785608292,False,747.0909090909091,False,False,False,False,False,False,False
Oligo6507,0.5788800776004791,0.0,False,13.272727272727272,False,False,False,False,False,False,False
Oligo6511,0.5591596126556396,0.041607217583805325,False,396.0,False,False,False,False,False,False,False
Oligo6512,0.9097561955451965,0.1723307349253446,False,298.09090909090907,False,False,False,False,False,False,False
Oligo6513,0.7789439022541046,0.0930830430239439,False,996.2727272727273,False,False,False,False,False,False,False
Oligo6514,0.7169495940208435,0.21570354625582694,False,713.5454545454545,False,False,False,False,False,False,False
Oligo6515,0.8561567842960358,0.2565470226109028,False,888.0,False,False,False,False,False,False,False
Oligo6517,0.2,0.0,False,1.0909090909090908,False,False,False,False,False,False,False
Oligo6520,0.654929193854332,0.024818737898021935,False,132.9090909090909,False,False,False,False,False,False,False
Oligo6522,0.7705370992422104,0.08027874045073986,False,52.90909090909091,False,False,False,False,False,False,False
Oligo6523,0.7899990320205689,0.08302472271025181,True,3657.0,False,False,False,False,False,False,False
Oligo6524,0.7066527962684631,0.06739152502268553,False,115.36363636363636,False,False,False,False,False,False,False
Oligo6528,0.8376386523246765,0.4314952053129673,False,99.9090909090909,False,False,False,False,False,False,False
Oligo6531,0.834863418340683,0.2706037923693657,False,242.8181818181818,False,False,False,False,False,False,False
Oligo6532,0.6895030260086059,0.1091784281656146,False,617.9090909090909,False,False,False,False,False,False,False
Oligo6534,0.7639004349708557,0.12460738867521286,True,3125.454545454545,False,False,False,False,False,False,False
Oligo6538,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6539,0.5773644432425499,0.0,False,35.36363636363637,False,False,False,False,False,False,False
Oligo6542,0.7731860339641571,0.0015384615398943424,False,62.72727272727273,False,False,False,False,False,False,False
Oligo6543,0.76261305809021,0.09637527763843537,False,271.72727272727275,False,False,False,False,False,False,False
Oligo6544,0.9257245182991027,0.373732203245163,False,1802.1818181818185,False,False,False,False,False,False,False
Oligo6545,0.7391268789768219,0.0,False,10.272727272727272,False,False,False,False,False,False,False
Oligo6546,0.710970425605774,0.34838976711034775,False,100.27272727272728,False,False,False,False,False,False,False
Oligo6548,0.8364289939403534,0.2613507827743888,False,62.18181818181818,False,False,False,False,False,False,False
Oligo6550,0.7165104210376739,0.07995843379758298,False,211.8181818181818,False,False,False,False,False,False,False
Oligo6551,0.6837124079465866,0.29735004603862764,False,300.27272727272725,False,False,False,False,False,False,False
Oligo6552,0.8181105315685272,0.1237891960889101,False,122.0,False,False,False,False,False,False,False
Oligo6553,0.8432067215442658,0.054864033684134485,False,158.72727272727272,False,False,False,False,False,False,False
Oligo6554,0.7135816633701324,0.16655761301517485,False,240.54545454545453,False,False,False,False,False,False,False
Oligo6556,0.8925538778305053,0.20895224064588547,False,92.8181818181818,False,False,False,False,False,False,False
Oligo6557,0.8096035242080688,0.10866491794586182,False,201.0909090909091,False,False,False,False,False,False,False
Oligo6558,0.8722698271274567,0.6734898179769516,False,1845.4545454545453,False,False,False,False,False,False,True
Oligo6560,0.657218623161316,0.002222222276031971,False,28.90909090909091,False,False,False,False,False,False,False
Oligo6567,0.9014169931411743,0.24993630964308977,False,86.0909090909091,False,False,False,False,False,False,False
Oligo6568,0.7910049319267273,0.14728412479162217,False,595.5454545454545,False,False,False,False,False,False,False
Oligo6569,0.8564539313316345,0.16249835044145583,False,672.2727272727273,False,False,False,False,False,False,False
Oligo6570,0.9443408668041229,0.541845691204071,False,157.36363636363637,False,False,False,False,False,False,False
Oligo6571,0.8351656019687652,0.24930678326636552,False,38.81818181818182,False,False,False,False,False,False,False
Oligo6572,0.811383718252182,0.33886238634586335,False,1492.3636363636365,False,False,False,False,False,False,False
Oligo6573,0.8005294978618622,0.07730022855103016,False,74.0,False,False,False,False,False,False,False
Oligo6574,0.8357833206653595,0.36411490887403486,False,143.0,False,False,False,False,False,False,False
Oligo6576,0.8048931121826172,0.10492104701697827,False,256.8181818181818,False,False,False,False,False,False,False
Oligo6577,0.9006184637546539,0.4338460236787796,False,344.90909090909093,False,False,False,False,False,False,False
Oligo6580,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6581,0.7054922938346863,0.3132246404886246,False,1054.909090909091,False,False,False,False,False,False,False
Oligo6582,0.666322773694992,0.07935932306572795,False,100.1818181818182,False,False,False,False,False,False,False
Oligo6583,0.9523218393325805,0.33584379106760026,False,20.454545454545453,False,False,False,False,False,False,False
Oligo6586,0.713035625219345,0.09380958192050456,False,841.6363636363636,False,False,False,False,False,False,False
Oligo6587,0.8659046709537506,0.19084900617599487,False,217.0909090909091,False,False,False,False,False,False,False
Oligo6589,0.7125494718551636,0.3496811181306839,False,586.9090909090909,False,False,False,False,False,False,False
Oligo6590,0.8415482699871063,0.32269674018025396,False,203.9090909090909,False,False,False,False,False,False,False
Oligo6592,0.9367116424772475,0.854837503698137,False,47.18181818181818,False,False,False,False,False,False,False
Oligo6593,0.7389731138944626,0.0,False,37.63636363636363,False,False,False,False,False,False,False
Oligo6595,0.8097762346267701,0.08616185737773777,False,126.0,False,False,False,False,False,False,False
Oligo6600,0.8491056859493256,0.29985686391592026,False,400.45454545454544,False,False,False,False,False,False,False
Oligo6601,0.7744836986064911,0.07093295976519584,False,961.4545454545456,False,False,False,False,False,False,False
Oligo6602,0.7576812446117401,0.1414115358144045,False,1146.0,False,False,False,False,False,False,False
Oligo6603,0.8324591398239136,0.47747916877269747,False,1050.5454545454545,False,False,False,False,False,False,False
Oligo6604,0.7257956683635711,0.349925634264946,False,941.0909090909092,False,False,False,False,False,False,False
Oligo6606,0.7426721513271332,0.08458402045071126,False,658.1818181818181,False,False,False,False,False,False,False
Oligo6607,0.8736393332481385,0.5606730282306671,False,116.0,False,False,False,False,False,False,False
Oligo6608,0.7612750887870788,0.0996789127588272,False,343.45454545454544,False,False,False,False,False,False,False
Oligo6609,0.4987878814339638,0.004545454680919647,False,5.454545454545454,False,False,False,False,False,False,False
Oligo6610,0.8190386742353439,0.12592411190271377,False,71.54545454545455,False,False,False,False,False,False,False
Oligo6611,0.8273594319820404,0.1325626216828823,False,510.09090909090907,False,False,False,False,False,False,False
Oligo6613,0.947555011510849,0.5349722526967525,False,458.0,False,False,False,False,False,False,False
Oligo6614,0.8693825900554657,0.39982677102088926,False,864.8181818181819,False,False,False,False,False,False,False
Oligo6615,0.62817662358284,0.266388837993145,False,156.27272727272728,False,False,False,False,False,False,False
Oligo6617,0.7998148024082183,0.15990246534347535,False,801.5454545454545,False,False,False,False,False,False,False
Oligo6618,0.6703246831893921,0.12234762159641832,False,433.6363636363636,False,False,False,False,False,False,False
Oligo6620,0.7940018653869629,0.13036960884928703,False,2100.3636363636365,False,False,False,False,False,True,True
Oligo6622,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6624,0.7813446819782257,0.017426680959761142,False,1042.090909090909,False,False,False,False,False,False,False
Oligo6625,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6626,0.7442923665046692,0.49285320937633514,False,300.09090909090907,False,False,False,False,False,False,False
Oligo6627,0.896207869052887,0.5754656940698624,False,405.8181818181818,False,False,False,False,False,False,False
Oligo6628,0.6955053508281708,0.3045911803841591,False,201.72727272727272,False,False,False,False,False,False,False
Oligo6629,0.7425523638725281,0.14069237355142833,False,103.54545454545456,False,False,False,False,False,False,False
Oligo6630,0.7648447513580322,0.10256711542606353,False,427.9090909090909,False,False,False,False,False,False,False
Oligo6631,0.759647810459137,0.05927308490499854,False,382.6363636363636,False,False,False,False,False,False,False
Oligo6632,0.6700991153717041,0.0620833357796073,False,26.181818181818183,False,False,False,False,False,False,False
Oligo6634,0.7135990977287292,0.14876462407410146,False,412.1818181818182,False,False,False,False,False,False,False
Oligo6635,0.8239627718925476,0.35390920266509057,False,42.09090909090909,False,False,False,False,False,False,False
Oligo6636,0.7480527222156524,0.09266785243526102,False,290.27272727272725,False,False,False,False,False,False,False
Oligo6637,0.5950533628463746,0.08663441110402345,False,296.27272727272725,False,False,False,False,False,False,False
Oligo6639,0.0,0.0,False,0.0,False,False,False,False,False,False,False
Oligo6640,0.7219315946102143,0.468034365773201,False,847.4545454545455,False,False,False,False,False,False,False
Oligo6641,0.8145000636577606,0.48779301047325135,False,172.1818181818182,False,False,False,False,False,False,False
Oligo6642,0.7858521103858948,0.48829329311847686,False,62.27272727272727,False,False,False,False,False,False,False
Oligo6643,0.6996835261583328,0.15725240148603917,False,48.63636363636363,False,False,False,False,False,False,False
Oligo6650,0.8171354532241821,0.12522463090717792,False,92.27272727272728,False,False,False,False,False,False,False
Oligo6652,0.8507162749767303,0.07456498071551323,False,165.0,False,False,False,False,False,False,False
Oligo6653,0.8923773109912873,0.3331384278833866,False,2391.454545454545,False,False,False,False,True,True,True
Oligo6656,0.8416020452976227,0.11339325420558452,False,93.8181818181818,False,False,False,False,False,False,False
Oligo6657,0.8409480571746826,0.27555291205644605,True,3184.0,False,False,False,False,False,False,False
Oligo6658,0.8611230313777923,0.09698477108031511,False,232.0,False,False,False,False,False,False,False
Oligo6659,0.8112464785575867,0.4449279472231865,False,469.54545454545456,False,False,False,False,False,False,False
Oligo6665,0.7429116785526275,0.20877567678689957,False,1507.090909090909,False,False,False,False,False,False,False
Oligo6668,0.7747014820575714,0.25736850798130034,False,1780.1818181818182,False,False,False,False,False,False,False
Oligo6669,0.7550382733345031,0.07618308812379837,False,1123.7272727272727,False,False,False,False,False,False,False
Oligo6672,0.7104569852352143,0.20654967278242112,False,59.90909090909091,False,False,False,False,False,False,False
Oligo6673,0.7403751671314239,0.0,False,29.363636363636363,False,False,False,False,False,False,False
Oligo6675,0.759824562072754,0.0,False,8.818181818181818,False,False,False,False,False,False,False
Oligo6684,0.8400279402732849,0.1553044579923153,True,2407.909090909091,False,False,False,False,False,False,False
Oligo6687,0.54461370408535,0.2050480104982853,False,1311.1818181818182,False,False,False,False,False,False,False
Oligo6688,0.8017462968826294,0.09998089633882046,False,742.0909090909091,False,False,False,False,False,False,False
Oligo6694,0.8599268674850464,0.2380030069500208,False,226.8181818181818,False,False,False,False,False,False,False
Oligo6696,0.8444447815418243,0.17058840505778788,False,60.18181818181818,False,False,False,False,False,False,False
Oligo6697,0.6386776387691497,0.15322666615247726,False,141.27272727272728,False,False,False,False,False,False,False
Oligo6698,0.6188059955835342,0.019774428475648163,False,59.90909090909091,False,False,False,False,False,False,False
Oligo6699,0.8923478126525879,0.4190737932920456,False,220.63636363636363,False,False,False,False,False,False,False
Oligo6702,0.546491089463234,0.0327313095331192,False,310.8181818181818,False,False,False,False,False,False,False
Oligo6704,0.5490836262702942,0.03349462794139981,False,432.27272727272725,False,False,False,False,False,False,False
Oligo6705,0.8945474684238434,0.5164722323417663,False,972.818181818182,False,False,False,False,False,False,False
Oligo6708,0.750323623418808,0.12179216891527175,False,36.36363636363637,False,False,False,False,False,False,False
Oligo6709,0.793889194726944,0.27036804258823394,False,313.72727272727275,False,False,False,False,False,False,False
Oligo6710,0.846690833568573,0.4619745433330536,False,730.9090909090909,False,False,False,False,False,False,False
Oligo6712,0.8747725665569306,0.30871449783444405,False,85.18181818181819,False,False,False,False,False,False,False
Oligo6713,0.9438249409198761,0.4385439544916153,False,81.81818181818181,False,False,False,False,False,False,False
